Mes;VENCIMENTO;LANCAMENTO;PAGAMENTO;DOCUMENTO;NF;CODIGO;FORNECEDOR;COMPLEMENTO;COD;HISTORICO;VALOR_HIST;JUROS;DESCONTOS;VALOR;RESTANTE;COD_G_HIST;G_HIST;CODIGO CONTABIL
2;29/02/2024;15/02/2024;29/02/2024;20973/01;20973;149;COMPANHIA PARANAENSE DO MATTE LTDA;;104;MATERIA PRIMA;15550;0;0;15550;=(K471+L471-M471-N471);121;ERVA MATE TIPO A E PALITO;
2;29/02/2024;29/02/2024;29/02/2024;;;318;PAULO DANTAS;;77;DESPESAS PAULO DANTAS;4;0;0;4;=(K472+L472-M472-N472);107;OUTRAS DESPESAS;
2;29/02/2024;29/02/2024;29/02/2024;;;57;ANDERSON RIMOLDI;;55;DESPESA ANDERSON;315;0;0;315;=(K473+L473-M473-N473);108;HOTEL;
2;29/02/2024;29/02/2024;29/02/2024;;;57;ANDERSON RIMOLDI;;55;DESPESA ANDERSON;803,69;0;0;803,69;=(K474+L474-M474-N474);110;ABASTECIMENTO;
2;29/02/2024;29/02/2024;29/02/2024;;;57;ANDERSON RIMOLDI;;55;DESPESA ANDERSON;465,55;0;0;465,55;=(K475+L475-M475-N475);109;REFEI??O;
2;29/02/2024;29/02/2024;29/02/2024;;;59;CLAUDIO PAGAN;;56;DESPESAS CLAUDIO;284,9;0;0;284,9;=(K476+L476-M476-N476);107;OUTRAS DESPESAS;
2;29/02/2024;29/02/2024;29/02/2024;;;59;CLAUDIO PAGAN;;56;DESPESAS CLAUDIO;2040;0;0;2040;=(K477+L477-M477-N477);108;HOTEL;
2;29/02/2024;29/02/2024;29/02/2024;;;59;CLAUDIO PAGAN;;56;DESPESAS CLAUDIO;3750,71;0;0;3750,71;=(K478+L478-M478-N478);110;ABASTECIMENTO;
2;29/02/2024;29/02/2024;29/02/2024;;;59;CLAUDIO PAGAN;;56;DESPESAS CLAUDIO;887,75;0;0;887,75;=(K479+L479-M479-N479);109;REFEI??O;
2;29/02/2024;29/02/2024;29/02/2024;;;59;CLAUDIO PAGAN;;56;DESPESAS CLAUDIO;38,8;0;0;38,8;=(K480+L480-M480-N480);106;PED?GIO;
2;29/02/2024;29/02/2024;29/02/2024;;;40;FERNANDO COLAUTO;;46;DESPESA FERNANDO A;120;0;0;120;=(K481+L481-M481-N481);108;HOTEL;
2;29/02/2024;29/02/2024;29/02/2024;;;40;FERNANDO COLAUTO;;46;DESPESA FERNANDO A;2478;0;0;2478;=(K482+L482-M482-N482);110;ABASTECIMENTO;
2;29/02/2024;29/02/2024;29/02/2024;;;40;FERNANDO COLAUTO;;46;DESPESA FERNANDO A;578,32;0;0;578,32;=(K483+L483-M483-N483);109;REFEI??O;
2;29/02/2024;29/02/2024;29/02/2024;;;57;ANDERSON RIMOLDI;;55;DESPESA ANDERSON;1400;0;0;1400;=(K484+L484-M484-N484);107;OUTRAS DESPESAS;
2;29/02/2024;29/02/2024;29/02/2024;;;56;RAFAEL FABRICIO;;52;DESPESA RAFAEL F;1061,42;0;0;1061,42;=(K485+L485-M485-N485);110;ABASTECIMENTO;
2;29/02/2024;29/02/2024;29/02/2024;;;318;PAULO DANTAS;;77;DESPESAS PAULO DANTAS;745;0;0;745;=(K486+L486-M486-N486);108;HOTEL;
2;29/02/2024;29/02/2024;29/02/2024;;;318;PAULO DANTAS;;77;DESPESAS PAULO DANTAS;1098,88;0;0;1098,88;=(K487+L487-M487-N487);110;ABASTECIMENTO;
2;29/02/2024;29/02/2024;29/02/2024;;;318;PAULO DANTAS;;77;DESPESAS PAULO DANTAS;364,7;0;0;364,7;=(K488+L488-M488-N488);109;REFEI??O;
2;29/02/2024;29/02/2024;29/02/2024;;;215;SILAS;;69;DESPESAS SILAS;461;0;0;461;=(K489+L489-M489-N489);107;OUTRAS DESPESAS;
2;29/02/2024;29/02/2024;29/02/2024;;;215;SILAS;;69;DESPESAS SILAS;4710,89;0;0;4710,89;=(K490+L490-M490-N490);110;ABASTECIMENTO;
2;29/02/2024;29/02/2024;29/02/2024;;;215;SILAS;;69;DESPESAS SILAS;940,5;0;0;940,5;=(K491+L491-M491-N491);109;REFEI??O;
2;29/02/2024;29/02/2024;29/02/2024;;;215;SILAS;;69;DESPESAS SILAS;1340,5;0;0;1340,5;=(K492+L492-M492-N492);106;PED?GIO;
2;29/02/2024;29/02/2024;29/02/2024;;;188;JOAO GABRIEL;;66;DESPESAS JOAO GABRIEL;360;0;0;360;=(K493+L493-M493-N493);108;HOTEL;
2;29/02/2024;29/02/2024;29/02/2024;;;188;JOAO GABRIEL;;66;DESPESAS JOAO GABRIEL;960,07;0;0;960,07;=(K494+L494-M494-N494);110;ABASTECIMENTO;
2;29/02/2024;29/02/2024;29/02/2024;;;188;JOAO GABRIEL;;66;DESPESAS JOAO GABRIEL;150;0;0;150;=(K495+L495-M495-N495);109;REFEI??O;
2;29/02/2024;29/02/2024;29/02/2024;;;56;RAFAEL FABRICIO;;52;DESPESA RAFAEL F;600;0;0;600;=(K496+L496-M496-N496);107;OUTRAS DESPESAS;
2;29/02/2024;29/02/2024;29/02/2024;;;40;FERNANDO COLAUTO;;46;DESPESA FERNANDO A;57;0;0;57;=(K497+L497-M497-N497);106;PED?GIO;
2;29/02/2024;29/02/2024;29/02/2024;;;37;JOS? ROBERTO DOS SANTOS;;35;DESPESA JOSE ROBERTO;562,5;0;0;562,5;=(K498+L498-M498-N498);107;OUTRAS DESPESAS;
2;29/02/2024;29/02/2024;29/02/2024;;;43;ULISSES JUNIOR;;34;DESPESA ULISSES JR;61,2;0;0;61,2;=(K499+L499-M499-N499);106;PED?GIO;
2;29/02/2024;29/02/2024;29/02/2024;;;291;GUSTAVO BRITO;;74;DESPESA GUSTAVO;285;0;0;285;=(K500+L500-M500-N500);107;OUTRAS DESPESAS;
2;29/02/2024;29/02/2024;29/02/2024;;;291;GUSTAVO BRITO;;74;DESPESA GUSTAVO;2548,1;0;0;2548,1;=(K501+L501-M501-N501);110;ABASTECIMENTO;
2;29/02/2024;29/02/2024;29/02/2024;;;291;GUSTAVO BRITO;;74;DESPESA GUSTAVO;397,88;0;0;397,88;=(K502+L502-M502-N502);109;REFEI??O;
2;29/02/2024;29/02/2024;29/02/2024;;;47;RONDINELI MARTINS;;13;DESPESAS RONDINELI;1157,6;0;0;1157,6;=(K503+L503-M503-N503);107;OUTRAS DESPESAS;
2;29/02/2024;29/02/2024;29/02/2024;;;47;RONDINELI MARTINS;;13;DESPESAS RONDINELI;2297,69;0;0;2297,69;=(K504+L504-M504-N504);110;ABASTECIMENTO;
2;29/02/2024;29/02/2024;29/02/2024;;;47;RONDINELI MARTINS;;13;DESPESAS RONDINELI;394;0;0;394;=(K505+L505-M505-N505);109;REFEI??O;
2;29/02/2024;29/02/2024;29/02/2024;;;47;RONDINELI MARTINS;;13;DESPESAS RONDINELI;449,3;0;0;449,3;=(K506+L506-M506-N506);106;PED?GIO;
2;29/02/2024;29/02/2024;29/02/2024;;;42;GIANCARLO FERREIRA;;8;COMBUSTIVEIS E LUBRIFICANTES;1100;0;0;1100;=(K507+L507-M507-N507);107;OUTRAS DESPESAS;
2;29/02/2024;29/02/2024;29/02/2024;;;42;GIANCARLO FERREIRA;;5;DESPESA GIANCARLO;980;0;0;980;=(K508+L508-M508-N508);108;HOTEL;
2;29/02/2024;29/02/2024;29/02/2024;;;42;GIANCARLO FERREIRA;;5;DESPESA GIANCARLO;4771,57;0;0;4771,57;=(K509+L509-M509-N509);110;ABASTECIMENTO;
2;29/02/2024;29/02/2024;29/02/2024;;;42;GIANCARLO FERREIRA;;5;DESPESA GIANCARLO;797,36;0;0;797,36;=(K510+L510-M510-N510);109;REFEI??O;
2;29/02/2024;29/02/2024;29/02/2024;;;42;GIANCARLO FERREIRA;;5;DESPESA GIANCARLO;112,3;0;0;112,3;=(K511+L511-M511-N511);106;PED?GIO;
2;29/02/2024;29/02/2024;29/02/2024;;;36;ARTHUR BARCELOS;;33;DESPESA ARTHUR;73;0;0;73;=(K512+L512-M512-N512);106;PED?GIO;
2;29/02/2024;29/02/2024;29/02/2024;;;36;ARTHUR BARCELOS;;33;DESPESA ARTHUR;191,8;0;0;191,8;=(K513+L513-M513-N513);109;REFEI??O;
2;29/02/2024;29/02/2024;29/02/2024;;;37;JOS? ROBERTO DOS SANTOS;;35;DESPESA JOSE ROBERTO;3094,5;0;0;3094,5;=(K514+L514-M514-N514);110;ABASTECIMENTO;
2;29/02/2024;29/02/2024;29/02/2024;;;37;JOS? ROBERTO DOS SANTOS;;35;DESPESA JOSE ROBERTO;482,4;0;0;482,4;=(K515+L515-M515-N515);109;REFEI??O;
2;29/02/2024;29/02/2024;29/02/2024;;;37;JOS? ROBERTO DOS SANTOS;;35;DESPESA JOSE ROBERTO;153,5;0;0;153,5;=(K516+L516-M516-N516);106;PED?GIO;
2;29/02/2024;29/02/2024;29/02/2024;;;43;ULISSES JUNIOR;;34;DESPESA ULISSES JR;3277,28;0;0;3277,28;=(K517+L517-M517-N517);107;OUTRAS DESPESAS;
2;29/02/2024;29/02/2024;29/02/2024;;;43;ULISSES JUNIOR;;34;DESPESA ULISSES JR;652;0;0;652;=(K518+L518-M518-N518);108;HOTEL;
2;29/02/2024;29/02/2024;29/02/2024;;;43;ULISSES JUNIOR;;34;DESPESA ULISSES JR;1459,99;0;0;1459,99;=(K519+L519-M519-N519);110;ABASTECIMENTO;
2;29/02/2024;29/02/2024;29/02/2024;;;43;ULISSES JUNIOR;;34;DESPESA ULISSES JR;120;0;0;120;=(K520+L520-M520-N520);109;REFEI??O;
2;29/02/2024;29/02/2024;29/02/2024;;;36;ARTHUR BARCELOS;;33;DESPESA ARTHUR;874,87;0;0;874,87;=(K521+L521-M521-N521);107;OUTRAS DESPESAS;
2;29/02/2024;29/02/2024;29/02/2024;;;36;ARTHUR BARCELOS;;33;DESPESA ARTHUR;489;0;0;489;=(K522+L522-M522-N522);108;HOTEL;
2;29/02/2024;29/02/2024;29/02/2024;;;36;ARTHUR BARCELOS;;33;DESPESA ARTHUR;1654,07;0;0;1654,07;=(K523+L523-M523-N523);110;ABASTECIMENTO;
2;29/02/2024;29/02/2024;29/02/2024;;;41;GABRIEL CALSAVARA;;140;DESPESAS REPRESENTANTE;617,89;0;0;617,89;=(K524+L524-M524-N524);110;ABASTECIMENTO;
2;29/02/2024;29/02/2024;29/02/2024;;;41;GABRIEL CALSAVARA;;140;DESPESAS REPRESENTANTE;270;0;0;270;=(K525+L525-M525-N525);108;HOTEL;
2;29/02/2024;29/02/2024;29/02/2024;;;41;GABRIEL CALSAVARA;;140;DESPESAS REPRESENTANTE;298,19;0;0;298,19;=(K526+L526-M526-N526);109;REFEI??O;
3;01/03/2024;29/02/2024;01/03/2024;;;80;BAUER EXPRESS;;108;FRETES;1135,35;0;0;1135,35;=(K527+L527-M527-N527);13;FRETES;
3;01/03/2024;01/03/2024;01/03/2024;;;74;GOVERNO;;135;IMPOSTOS;546,91;0;0;546,91;=(K528+L528-M528-N528);118;ST;
3;01/03/2024;01/03/2024;01/03/2024;;;69;MERCADO LIVRE;NOBREAK;62;MANUTEN??O DE SOFTWARE /  MATERIAL TI;805,44;0;0;805,44;=(K529+L529-M529-N529);37;MANUTEN??O SERVIDOR;
3;01/03/2024;01/12/2023;01/03/2024;;;92;SODEXO;;136;RH;9520;0;0;9520;=(K530+L530-M530-N530);9;CART?O ALIMENTA??O;
3;01/03/2024;20/02/2024;01/03/2024;;;80;BAUER EXPRESS;;108;FRETES;2260,23;0;0;2260,23;=(K531+L531-M531-N531);13;FRETES;
3;01/03/2024;09/02/2024;01/03/2024;;;80;BAUER EXPRESS;;108;FRETES;1765,22;0;0;1765,22;=(K532+L532-M532-N532);13;FRETES;
3;01/03/2024;28/02/2024;01/03/2024;;;251;FERNANDO?GUTIERRE;;129;PRODUTO;1650;0;0;1650;=(K533+L533-M533-N533);175;GRAVA??O GARRAFA;
3;01/03/2024;16/02/2024;01/03/2024;;;126;RODONAVES TRANSPORTES E ENCOMENDAS LTDA;;108;FRETES;2305,08;0;0;2305,08;=(K534+L534-M534-N534);13;FRETES;
3;01/03/2024;09/02/2024;01/03/2024;;;80;BAUER EXPRESS;;108;FRETES;857,28;0;0;857,28;=(K535+L535-M535-N535);13;FRETES;
3;01/03/2024;16/02/2024;01/03/2024;;;80;BAUER EXPRESS;;108;FRETES;790,73;0;0;790,73;=(K536+L536-M536-N536);13;FRETES;
3;01/03/2024;16/02/2024;01/03/2024;;;80;BAUER EXPRESS;;108;FRETES;66,84;0;0;66,84;=(K537+L537-M537-N537);13;FRETES;
3;01/03/2024;23/02/2024;01/03/2024;2442/01;2442;10;CARLOS RODRIGO MARTINS DE FREITAS 07582085965;23470814000195;129;PRODUTO;8237;0;0;8237;=(K538+L538-M538-N538);198;CINTA DE COURO;
3;02/03/2024;03/02/2024;04/03/2024;20885/02;20885;149;COMPANHIA PARANAENSE DO MATTE LTDA;;104;MATERIA PRIMA;7333,34;0;0;7333,34;=(K539+L539-M539-N539);121;ERVA MATE TIPO A E PALITO;
3;03/03/2024;26/02/2024;04/03/2024;KIT TROTS/1;3182;9;INVENT ARTE E PROPAGANDA LTDA;;133;PUBLICIDADE;3000;0;0;3000;=(K540+L540-M540-N540);15;ADESIVO;
3;04/03/2024;19/02/2024;04/03/2024;2673/03;;162;AZULMED INDUSTRIA E COMERCIO DE PRODUTOS DE PROTEC;;129;PRODUTO;63540;0;0;63540;=(K541+L541-M541-N541);126;GARRAFAS;
3;04/03/2024;05/02/2024;04/03/2024;20447/03;20447;18;GESOPLAST EMBALAGENS LTDA;;131;INSUMOS;2260,17;0;0;2260,17;=(K542+L542-M542-N542);8;EMBALAGENS;
3;04/03/2024;06/02/2024;04/03/2024;;;74;GOVERNO;;135;IMPOSTOS;173,05;0;0;173,05;=(K543+L543-M543-N543);56;DARE - SP ST;
3;04/03/2024;07/02/2024;04/03/2024;;;74;GOVERNO;;135;IMPOSTOS;259,26;0;0;259,26;=(K544+L544-M544-N544);50;ICMS;
3;04/03/2024;22/01/2024;04/03/2024;20594/03;20594;149;COMPANHIA PARANAENSE DO MATTE LTDA;;104;MATERIA PRIMA;20008,34;0;0;20008,34;=(K545+L545-M545-N545);121;ERVA MATE TIPO A E PALITO;
3;04/03/2024;23/01/2024;04/03/2024;10664/03;10664;247;NOBRE LAMINADOS PLASTICOS LTDA;;131;INSUMOS;15636,69;0;0;15636,69;=(K546+L546-M546-N546);8;EMBALAGENS;
3;04/03/2024;22/01/2024;04/03/2024;10653/03;10653;247;NOBRE LAMINADOS PLASTICOS LTDA;;131;INSUMOS;21592,14;0;0;21592,14;=(K547+L547-M547-N547);8;EMBALAGENS;
3;04/03/2024;01/03/2024;04/03/2024;;;70;MERCADO SAO PEDRO;;130;DIVERSOS;406;0;0;406;=(K548+L548-M548-N548);102;MANTIMENTOS;
3;04/03/2024;04/03/2024;04/03/2024;;;139;COLABORADORES;DI?RIAS PRODU??O;136;RH;2880;0;0;2880;=(K549+L549-M549-N549);6;CHAPA;
3;04/03/2024;27/02/2024;04/03/2024;21228/01;21228;149;COMPANHIA PARANAENSE DO MATTE LTDA;;104;MATERIA PRIMA;12461;0;0;12461;=(K550+L550-M550-N550);121;ERVA MATE TIPO A E PALITO;
3;05/03/2024;29/02/2024;05/03/2024;;;91;FRETE CARREGAMENTO;;144;ABASTECIMENTO GO;3500;0;0;3500;=(K551+L551-M551-N551);13;FRETES;
3;05/03/2024;29/02/2024;05/03/2024;;;278;EXPRESSO PRINCESA DOS CAMPOS SA;;108;FRETES;553,25;0;0;553,25;=(K552+L552-M552-N552);13;FRETES;
3;05/03/2024;04/03/2024;05/03/2024;;;124;FRETE DESCARGA;FRETE GARRAFAS MARING?;108;FRETES;400;0;0;400;=(K553+L553-M553-N553);13;FRETES;
3;05/03/2024;05/03/2024;05/03/2024;;;308;CROPFERT INDUSTRIA DE FERTILIZANTES E AGROQUIMICOS;;130;DIVERSOS;200;0;0;200;=(K554+L554-M554-N554);98;DIVERSOS;
3;05/03/2024;04/03/2024;05/03/2024;;;74;GOVERNO;;135;IMPOSTOS;581,71;0;0;581,71;=(K555+L555-M555-N555);118;ST;
3;05/03/2024;03/02/2024;05/03/2024;;;297;LIBERTY SEGUROS;;155;FROTA;1925,79;0;0;1925,79;=(K556+L556-M556-N556);195;SEGURO VAN 2;
3;05/03/2024;26/02/2024;05/03/2024;KIT TROTS/2;3186;9;INVENT ARTE E PROPAGANDA LTDA;;133;PUBLICIDADE;4050;0;0;4050;=(K557+L557-M557-N557);15;ADESIVO;
3;05/03/2024;19/02/2024;05/03/2024;8550/01;8550;55;ERVATEIRA CASAGRANDE LTDA;;104;MATERIA PRIMA;19041,67;0;0;19041,67;=(K558+L558-M558-N558);24;ERVA MATE TIPO B E PALITO;
3;05/03/2024;16/01/2024;05/03/2024;3595/04;3595;252;EBRALI DISTRIBUIDORA DE ALIMENTOS LTDA;;104;MATERIA PRIMA;3735;0;0;3735;=(K559+L559-M559-N559);17;ESPECIARIAS;
3;05/03/2024;13/09/2023;05/03/2024;;;240;WAGNER DLUGOSZ DONATO 00896841928;;133;PUBLICIDADE;2500;0;0;2500;=(K560+L560-M560-N560);59;AGENCIA DE PUBLICIDADE;
3;06/03/2024;06/03/2024;06/03/2024;;;309;52.786.911 ANDERSON ROCHA DE OLIVEIRA;;11;MANUTEN??O DE INSTALA??ES / MAQUINARIOS;900;0;0;900;=(K561+L561-M561-N561);199;LIMPEZA PREDIAL;
3;06/03/2024;06/03/2024;06/03/2024;;;80;BAUER EXPRESS;;108;FRETES;103,55;4,67;0;108,22;=(K562+L562-M562-N562);13;FRETES;
3;06/03/2024;05/03/2024;06/03/2024;461/1;;255;FERNANDO RODRIGUES GUTIERRE 12337906841;;129;PRODUTO;1360;0;0;1360;=(K563+L563-M563-N563);175;GRAVA??O GARRAFA;
3;06/03/2024;04/03/2024;06/03/2024;;;307;ESTILSUL MAQUINAS E FERRAMENTAS LTDA;OLEO PARA RO?ADEIRA;11;MANUTEN??O DE INSTALA??ES / MAQUINARIOS;80;0;0;80;=(K564+L564-M564-N564);65;MANUTENCAO INSTALA?OES;
3;06/03/2024;05/03/2024;06/03/2024;;;98;VIACAO CRUZEIRO DO SUL LTDA;;108;FRETES;5592,43;0;0;5592,43;=(K565+L565-M565-N565);13;FRETES;
3;06/03/2024;02/02/2024;06/03/2024;47998/02;47998;19;HOPPEN, HOPPEN & CIA LTDA;;104;MATERIA PRIMA;18030;450,15;0;18480,15;=(K566+L566-M566-N566);24;ERVA MATE TIPO B E PALITO;
3;06/03/2024;26/01/2024;06/03/2024;10685/03;10685;247;NOBRE LAMINADOS PLASTICOS LTDA;;131;INSUMOS;8511,78;0;0;8511,78;=(K567+L567-M567-N567);8;EMBALAGENS;
3;06/03/2024;05/02/2024;06/03/2024;135/02;135;6;E GUILLEN DE MELO ME;;129;PRODUTO;64500;0;0;64500;=(K568+L568-M568-N568);2;BOMBAS E COPOS;
3;06/03/2024;05/02/2024;06/03/2024;657834/01;657834;28;DUAS RODAS INDUSTRIAL S.A.;;104;MATERIA PRIMA;11660,8;0;0;11660,8;=(K569+L569-M569-N569);17;ESPECIARIAS;
3;06/03/2024;26/02/2024;06/03/2024;;;261;FERRAGENS BRAGA;;11;MANUTEN??O DE INSTALA??ES / MAQUINARIOS;419,4;0;0;419,4;=(K570+L570-M570-N570);80;MATERIAL P CONSTRU??O;
3;06/03/2024;05/02/2024;06/03/2024;10739/02;10739;247;NOBRE LAMINADOS PLASTICOS LTDA;;131;INSUMOS;7126,72;0;0;7126,72;=(K571+L571-M571-N571);8;EMBALAGENS;
3;07/03/2024;08/02/2024;07/03/2024;715/02;715;64;RB COMERCIO E INDUSTRIA LTDA;;104;MATERIA PRIMA;5896;0;0;5896;=(K572+L572-M572-N572);38;LIMAO TRITURADO;
3;07/03/2024;08/02/2024;07/03/2024;3930/01;3930;252;EBRALI DISTRIBUIDORA DE ALIMENTOS LTDA;;104;MATERIA PRIMA;2753,13;0;0;2753,13;=(K573+L573-M573-N573);17;ESPECIARIAS;
3;07/03/2024;21/02/2024;07/03/2024;136/01;;6;E GUILLEN DE MELO ME;;129;PRODUTO;18233,33;0;0;18233,33;=(K574+L574-M574-N574);2;BOMBAS E COPOS;
3;07/03/2024;20/02/2024;07/03/2024;48027/01;48027;19;HOPPEN, HOPPEN & CIA LTDA;;104;MATERIA PRIMA;22800;0;0;22800;=(K575+L575-M575-N575);24;ERVA MATE TIPO B E PALITO;
3;07/03/2024;27/02/2024;07/03/2024;;;279;AMAZON SERVICOS DE VAREJO DO BRASIL LTDA.;;130;DIVERSOS;184,05;0;0;184,05;=(K576+L576-M576-N576);76;PLASTICO BOLHA;
3;07/03/2024;26/02/2024;07/03/2024;KIT TROTS/3;3190;9;INVENT ARTE E PROPAGANDA LTDA;;133;PUBLICIDADE;3075;0;0;3075;=(K577+L577-M577-N577);15;ADESIVO;
3;07/03/2024;06/03/2024;07/03/2024;;;74;GOVERNO;;135;IMPOSTOS;321,35;0;0;321,35;=(K578+L578-M578-N578);44;FGTS;
3;07/03/2024;06/03/2024;07/03/2024;;;74;GOVERNO;;135;IMPOSTOS;2709,85;0;0;2709,85;=(K579+L579-M579-N579);44;FGTS;
3;07/03/2024;06/03/2024;07/03/2024;;;139;COLABORADORES;;136;RH;5122,8;0;0;5122,8;=(K580+L580-M580-N580);6;CHAPA;
3;08/03/2024;06/03/2024;08/03/2024;;;157;CAFE COM LEITE PADARIA E CONFEITARIA;;136;RH;183,16;0;0;183,16;=(K581+L581-M581-N581);111;CAF?;
3;08/03/2024;26/02/2024;08/03/2024;2443/01;2443;10;CARLOS RODRIGO MARTINS DE FREITAS 07582085965;PIX 23470814000195;129;PRODUTO;5163;0;0;5163;=(K582+L582-M582-N582);96;GARRAFAS ENCOURADAS;
3;08/03/2024;08/03/2024;08/03/2024;;;74;GOVERNO;;135;IMPOSTOS;17,72;0;0;17,72;=(K583+L583-M583-N583);118;ST;
3;08/03/2024;07/03/2024;08/03/2024;;;91;FRETE CARREGAMENTO;;162;ABASTECIMENTO MS;2400;0;0;2400;=(K584+L584-M584-N584);13;FRETES;
3;08/03/2024;26/02/2024;08/03/2024;378;;94;CLEVERSON A BERTTI FARMACIA ME;;136;RH;303,05;0;0;303,05;=(K585+L585-M585-N585);31;FARMACIA;
3;08/03/2024;26/02/2024;08/03/2024;379;;94;CLEVERSON A BERTTI FARMACIA ME;;136;RH;91,95;0;0;91,95;=(K586+L586-M586-N586);31;FARMACIA;
3;08/03/2024;20/02/2024;08/03/2024;;;73;BRASPRESS TRANSPORTES URGENTES LTDA;;108;FRETES;90,62;0;0;90,62;=(K587+L587-M587-N587);13;FRETES;
3;08/03/2024;20/02/2024;08/03/2024;;;73;BRASPRESS TRANSPORTES URGENTES LTDA;;108;FRETES;1221,38;0;0;1221,38;=(K588+L588-M588-N588);13;FRETES;
3;08/03/2024;23/02/2024;08/03/2024;2442/02;2442;10;CARLOS RODRIGO MARTINS DE FREITAS 07582085965;23470814000195;129;PRODUTO;8237;0;0;8237;=(K589+L589-M589-N589);198;CINTA DE COURO;
3;08/03/2024;08/04/2024;08/03/2024;;;139;COLABORADORES;;136;RH;12219,78;0;0;12219,78;=(K590+L590-M590-N590);205;CONVEN??O VENDAS;
3;08/03/2024;09/01/2024;08/03/2024;652359/03;652359;28;DUAS RODAS INDUSTRIAL S.A.;;104;MATERIA PRIMA;35247,76;0;0;35247,76;=(K591+L591-M591-N591);17;ESPECIARIAS;
3;08/03/2024;08/03/2024;08/03/2024;;;74;GOVERNO;;135;IMPOSTOS;18185,88;0;0;18185,88;=(K592+L592-M592-N592);48;ICMS ANTECIPADO MT;
3;08/03/2024;08/03/2024;08/03/2024;;;74;GOVERNO;;135;IMPOSTOS;31583,15;0;0;31583,15;=(K593+L593-M593-N593);48;ICMS ANTECIPADO MT;
3;08/03/2024;22/01/2024;08/03/2024;163/06;163;12;ALEX FREITAS DE AGUIAR EIRELI;;104;MATERIA PRIMA;5474;0;0;5474;=(K594+L594-M594-N594);69;BURRITO E MENTA;
3;10/03/2024;29/02/2024;11/03/2024;;;79;14 DE DEZEMBRO;;132;FIXO;4218;0;0;4218;=(K595+L595-M595-N595);28;HONORARIO CONTABIL;
3;10/03/2024;29/02/2024;11/03/2024;;;79;14 DE DEZEMBRO;;132;FIXO;800;0;0;800;=(K596+L596-M596-N596);28;HONORARIO CONTABIL;
3;10/03/2024;29/02/2024;11/03/2024;;;79;14 DE DEZEMBRO;;132;FIXO;587;0;0;587;=(K597+L597-M597-N597);28;HONORARIO CONTABIL;
3;10/03/2024;11/03/2024;11/03/2024;;;313;FERNANDO TEUBER;;136;RH;12000;0;0;12000;=(K598+L598-M598-N598);26;CONSULTORIA;
3;10/03/2024;10/09/2023;11/03/2024;;;224;MICHEL JOSE MIKCHA DA SILVA 06367773916;;133;PUBLICIDADE;2000;0;0;2000;=(K599+L599-M599-N599);59;AGENCIA DE PUBLICIDADE;
3;10/03/2024;20/11/2023;11/03/2024;;;114;ALMIR CAMBRA;;133;PUBLICIDADE;2500;0;0;2500;=(K600+L600-M600-N600);36;PUBLI ALMIR CAMBRA;
3;11/03/2024;08/12/2023;11/03/2024;CACHORRO/7;;9;INVENT ARTE E PROPAGANDA LTDA;;133;PUBLICIDADE;12012;0;0;12012;=(K601+L601-M601-N601);15;ADESIVO;
3;11/03/2024;06/03/2024;11/03/2024;;;74;GOVERNO;;135;IMPOSTOS;4295,74;0;0;4295,74;=(K602+L602-M602-N602);45;ICMS - ST MG;
3;11/03/2024;11/03/2024;11/03/2024;;;77;NEW FLASH IMPRESSORA;;110;IMPRESSORA;157,75;0;0;157,75;=(K603+L603-M603-N603);32;IMPRESSORA;
3;11/03/2024;08/03/2024;11/03/2024;;;88;EDUARDO HENRIQUE DOMINGUES - CTE;;142;ABASTECIMENTO MT;840;0;0;840;=(K604+L604-M604-N604);23;MANIFESTO;
3;11/03/2024;08/03/2024;11/03/2024;;;310;CAPINHAS.COM;;130;DIVERSOS;930;0;0;930;=(K605+L605-M605-N605);98;DIVERSOS;
3;11/03/2024;06/03/2024;11/03/2024;;;74;GOVERNO;;135;IMPOSTOS;10780,19;0;0;10780,19;=(K606+L606-M606-N606);56;DARE - SP ST;
3;11/03/2024;11/03/2024;11/03/2024;;;78;MEGA SYSTEM;;132;FIXO;282,4;0;0;282,4;=(K607+L607-M607-N607);27;SISTEMA;
3;11/03/2024;11/03/2024;11/03/2024;;;78;MEGA SYSTEM;;132;FIXO;458,9;0;0;458,9;=(K608+L608-M608-N608);27;SISTEMA;
3;11/03/2024;12/01/2024;11/03/2024;;;263;DELALIBERA E PRADO ADVOGADOS ASSOCIADOS;;59;CONSULTORIAS;3000;0;0;3000;=(K609+L609-M609-N609);184;ACESSORIA JUR?DICA;
3;11/03/2024;05/02/2024;11/03/2024;20447/04;20447;18;GESOPLAST EMBALAGENS LTDA;;131;INSUMOS;2260,16;0;0;2260,16;=(K610+L610-M610-N610);8;EMBALAGENS;
3;11/03/2024;29/01/2024;11/03/2024;10692/03;10692;247;NOBRE LAMINADOS PLASTICOS LTDA;;131;INSUMOS;14622,34;0;0;14622,34;=(K611+L611-M611-N611);8;EMBALAGENS;
3;12/03/2024;26/01/2024;12/03/2024;656227/02;656227;28;DUAS RODAS INDUSTRIAL S.A.;;104;MATERIA PRIMA;14908,46;14,91;0;14923,37;=(K612+L612-M612-N612);17;ESPECIARIAS;
3;12/03/2024;30/01/2024;12/03/2024;20740/03;20740;149;COMPANHIA PARANAENSE DO MATTE LTDA;;104;MATERIA PRIMA;14252,5;0;0;14252,5;=(K613+L613-M613-N613);121;ERVA MATE TIPO A E PALITO;
